shift_duration_hrs,ventilation_rate_m3_per_min,methane_level_ppm,machinery_age_years,avg_worker_experience_yrs,workforce_size,depth_m,temperature_c,incidents_last_30_days,incident_occurred
10,8.0,26.8,5.3,13.3,29,565.0,32.5,0,0
8,4.51,53.4,0.8,7.7,29,355.0,22.9,1,0
12,6.9,15.8,2.5,1.1,13,99.0,27.0,1,0
8,8.69,47.6,19.7,0.7,30,594.0,16.5,0,1
10,5.58,253.9,6.3,5.6,20,535.0,30.9,0,0
10,5.21,71.3,2.3,4.1,16,146.0,35.0,0,0
12,6.09,13.9,2.1,7.8,28,823.0,20.8,0,0
10,8.62,62.8,14.4,6.7,30,219.0,22.2,0,0
12,6.85,597.6,17.1,4.9,24,682.0,27.8,0,1
8,5.54,149.0,5.1,21.5,13,802.0,28.8,0,0
12,7.37,80.7,0.4,3.8,27,543.0,25.3,0,0
8,4.52,27.3,4.5,0.6,33,260.0,23.9,1,1
12,7.73,642.2,1.1,8.8,35,313.0,24.0,1,0
10,7.24,257.9,2.1,1.5,23,803.0,27.8,0,0
12,5.95,49.6,8.6,7.5,24,304.0,30.9,0,0
8,4.99,10.9,4.6,15.7,27,684.0,27.8,0,0
10,4.9,8.7,10.3,6.0,31,892.0,27.3,1,0
10,7.46,19.2,5.1,4.5,34,900.0,19.2,0,0
10,8.71,130.4,18.8,3.1,25,503.0,32.3,0,1
8,5.35,396.3,18.1,2.3,39,753.0,27.7,0,0
8,7.33,103.0,11.3,2.2,11,892.0,25.8,1,1
8,2.74,277.7,7.1,5.1,26,368.0,29.3,0,0
8,5.45,88.6,7.6,7.0,14,265.0,23.8,0,0
12,6.44,185.0,8.2,5.7,27,147.0,25.9,0,0
8,4.86,197.4,14.6,1.1,19,170.0,28.5,0,0
12,4.81,28.7,9.0,3.4,34,776.0,24.6,0,1
8,5.3,67.2,17.1,7.8,38,550.0,19.8,0,1
8,7.03,152.1,18.9,3.2,17,793.0,19.0,1,0
10,6.16,11.0,6.7,3.8,8,721.0,30.2,0,0
10,2.47,67.3,11.2,7.4,22,623.0,27.8,0,0
8,2.68,114.8,1.9,5.4,27,568.0,27.7,0,0
10,5.41,836.9,4.0,2.6,37,91.0,22.2,1,1
10,7.32,96.5,8.3,11.3,38,791.0,27.9,1,0
8,1.55,254.0,4.1,0.9,38,405.0,26.0,0,0
12,5.6,84.9,17.5,27.0,39,526.0,25.0,1,0
12,5.55,238.7,3.2,0.6,21,69.0,27.6,0,0
10,9.0,135.7,9.1,0.1,32,846.0,29.5,0,0
8,5.81,326.5,12.1,11.0,18,817.0,36.7,0,1
10,7.19,79.4,13.8,1.4,38,512.0,30.8,1,0
8,6.75,139.1,7.7,6.5,15,541.0,32.3,0,0
8,2.66,149.1,17.4,8.3,17,649.0,33.5,0,0
8,7.88,81.0,11.4,9.8,37,275.0,24.2,0,0
8,6.89,23.4,8.8,23.9,6,239.0,26.4,1,0
12,7.41,14.7,1.3,1.7,38,623.0,23.5,0,0
10,12.0,2.5,9.3,6.2,33,139.0,24.6,0,0
10,2.75,310.2,16.4,0.6,8,436.0,25.9,0,1
8,9.6,40.5,12.3,2.6,16,469.0,24.5,1,0
8,5.98,35.6,16.6,9.4,30,374.0,29.1,0,0
8,7.02,199.8,9.9,2.3,32,207.0,30.2,0,0
12,6.42,57.9,2.4,4.5,7,352.0,21.5,0,0
8,5.74,105.8,0.3,3.5,24,337.0,26.4,0,0
12,5.47,26.6,6.1,5.2,14,474.0,26.5,0,0
10,7.09,481.9,14.0,18.0,22,623.0,20.6,0,0
8,3.77,286.2,15.8,0.3,31,873.0,24.2,2,1
10,7.85,299.0,5.9,4.3,35,173.0,32.4,0,0
8,5.75,78.3,9.9,9.9,31,792.0,32.3,0,0
12,4.47,215.6,8.4,3.3,5,292.0,19.9,2,1
12,5.69,23.3,8.2,0.4,10,553.0,30.4,1,1
8,8.76,1.3,4.6,4.1,15,515.0,20.6,0,1
8,5.54,3.0,2.7,2.0,38,523.0,26.0,0,0
10,7.15,132.5,3.9,0.8,24,665.0,27.5,0,0
12,5.18,91.2,1.1,9.5,25,374.0,31.8,0,0
8,7.86,109.5,4.0,3.7,25,321.0,27.1,0,0
10,7.73,1.1,0.2,13.5,22,775.0,22.9,0,0
10,9.83,82.4,12.5,8.2,25,237.0,22.1,0,0
10,6.18,189.9,6.3,5.9,23,203.0,28.8,1,1
8,7.7,87.7,19.5,0.0,8,63.0,24.8,0,0
10,6.68,197.6,3.9,2.8,17,229.0,26.0,0,1
12,8.83,39.8,6.9,1.1,22,491.0,32.9,0,0
8,5.21,251.6,7.2,12.1,33,508.0,30.2,0,0
8,7.84,133.2,0.2,1.0,29,266.0,35.9,0,0
12,6.15,35.5,16.8,1.7,17,111.0,22.9,0,0
8,6.38,40.5,0.6,3.6,31,683.0,24.5,1,0
12,6.67,148.3,18.8,1.5,23,694.0,28.9,1,0
8,6.95,265.7,17.8,1.2,5,898.0,37.1,0,0
8,6.29,80.6,10.7,4.6,23,815.0,24.0,0,0
12,6.89,44.8,10.9,0.5,5,837.0,28.2,1,0
8,9.34,302.6,13.1,0.3,21,728.0,34.6,1,0
10,8.27,166.0,7.7,2.3,25,573.0,28.2,1,0
8,8.06,89.2,12.9,6.4,26,159.0,33.1,0,0
10,5.68,100.4,0.9,4.0,19,579.0,37.8,1,0
8,4.9,34.3,1.1,2.7,36,98.0,29.5,3,0
8,8.22,147.8,9.1,4.2,8,803.0,30.3,0,0
12,8.08,66.6,11.0,2.3,36,460.0,31.7,2,1
8,9.15,815.5,17.8,13.8,8,643.0,23.5,0,0
10,5.41,98.1,2.1,0.3,5,94.0,20.6,0,0
8,6.09,99.8,16.5,5.6,37,504.0,28.8,1,0
10,3.55,125.2,4.2,11.1,11,306.0,24.9,0,0
8,5.79,372.9,7.9,8.1,13,292.0,33.3,0,1
12,8.29,242.0,6.3,1.0,5,381.0,29.6,0,0
8,5.66,90.0,8.0,1.8,20,51.0,33.2,0,0
8,7.65,190.2,3.0,6.3,22,447.0,22.0,1,0
8,6.16,132.4,10.1,0.4,10,464.0,33.0,1,0
8,7.08,101.7,16.0,8.4,6,784.0,16.5,0,0
10,4.43,32.0,8.8,6.3,13,431.0,22.4,0,0
8,6.65,93.5,9.8,6.5,8,359.0,31.2,1,0
12,1.5,42.3,17.0,0.5,27,896.0,25.5,1,1
8,6.16,369.5,14.1,6.3,12,536.0,26.0,1,1
8,3.57,61.3,9.8,5.7,29,452.0,28.5,0,0
10,8.67,456.3,5.2,8.9,20,472.0,35.1,0,1
10,7.9,114.2,17.7,0.2,39,738.0,18.4,2,0
8,7.34,149.8,11.5,0.1,21,340.0,34.2,0,0
8,9.24,117.4,4.4,2.3,22,381.0,34.5,0,1
8,4.79,20.8,5.4,0.8,31,692.0,25.5,0,0
10,9.65,70.7,16.1,4.1,19,112.0,24.5,1,0
10,8.18,15.7,0.9,12.5,21,785.0,27.4,1,0
8,6.07,146.3,19.8,2.5,9,416.0,24.4,0,0
12,8.54,88.8,2.6,9.3,20,544.0,29.7,1,0
12,4.51,225.8,15.9,0.0,19,694.0,30.4,0,1
10,5.02,37.4,7.9,0.9,38,276.0,20.2,1,1
12,5.4,27.0,9.8,0.2,23,807.0,23.4,0,0
8,5.55,78.2,17.6,2.0,12,882.0,22.1,1,1
8,4.6,391.7,8.3,11.9,14,470.0,29.1,0,1
8,8.7,185.9,10.7,0.5,9,846.0,32.4,1,1
8,6.03,81.4,1.0,4.7,30,51.0,22.6,1,0
10,7.13,109.2,0.0,3.0,26,810.0,32.3,0,0
12,5.47,13.2,4.9,13.9,27,314.0,23.4,1,0
8,3.22,625.8,13.6,0.7,17,315.0,31.6,2,1
8,6.99,164.7,2.4,1.2,13,244.0,26.6,0,0
8,3.06,50.4,2.3,0.1,24,319.0,25.8,0,0
12,6.38,132.2,8.2,2.8,32,231.0,33.7,1,0
8,4.04,17.4,13.0,1.6,28,820.0,36.9,1,1
10,10.08,506.5,14.2,10.2,37,814.0,18.3,0,0
8,8.14,28.8,3.6,4.6,24,137.0,31.0,0,1
8,6.69,156.6,1.6,4.8,34,171.0,28.9,1,0
12,8.77,42.2,18.8,3.8,13,783.0,31.3,0,0
12,4.98,189.6,5.2,0.5,21,389.0,20.8,1,0
8,7.48,225.0,17.1,2.9,18,194.0,22.6,1,0
12,6.86,167.9,17.3,30.0,23,484.0,24.6,1,0
10,6.98,143.0,15.5,9.0,11,404.0,29.1,1,0
12,8.79,334.5,3.4,11.2,7,236.0,24.3,0,0
8,7.82,12.3,16.4,8.7,37,663.0,26.4,0,0
10,7.02,60.3,15.4,0.5,36,587.0,32.2,1,1
8,3.52,42.8,11.9,1.3,15,135.0,38.2,1,0
10,4.77,663.6,6.7,0.0,6,837.0,31.8,0,1
8,6.28,74.0,5.3,1.8,30,525.0,32.3,0,0
8,6.67,197.9,2.4,0.6,8,263.0,27.1,1,0
8,4.47,173.1,10.2,3.2,21,225.0,23.5,2,1
10,10.84,35.8,11.7,5.7,21,166.0,26.4,1,0
8,9.23,41.0,7.2,10.4,32,411.0,27.7,1,0
10,7.58,49.5,9.5,6.9,34,165.0,22.2,1,0
12,6.63,79.4,7.3,14.0,27,403.0,32.1,0,0
8,6.12,40.0,12.8,0.3,28,176.0,35.6,0,0
10,4.79,3.0,18.0,0.1,33,608.0,28.6,0,0
8,6.64,317.3,3.3,5.4,8,717.0,33.4,0,1
12,6.96,505.5,7.6,1.7,33,517.0,34.0,1,1
8,4.26,62.7,2.8,1.5,23,628.0,22.8,0,0
10,7.1,62.0,12.5,2.0,31,848.0,19.3,0,0
12,6.22,1.1,14.6,1.6,33,593.0,25.5,0,0
12,3.07,171.0,18.6,3.6,39,360.0,28.5,1,0
10,4.95,261.8,5.6,2.9,10,432.0,22.0,0,0
8,5.76,23.8,19.0,3.6,27,781.0,35.1,0,0
10,9.9,26.1,1.3,5.6,12,161.0,37.7,0,0
12,7.5,234.2,12.1,2.4,6,327.0,28.9,0,1
10,4.1,143.7,1.1,1.4,17,541.0,23.1,0,1
8,7.37,6.9,17.9,0.9,25,625.0,30.4,0,0
12,3.71,146.1,10.6,2.1,35,699.0,23.1,0,0
10,8.45,55.4,13.4,6.8,31,320.0,33.7,0,0
10,5.65,69.0,16.6,7.1,27,174.0,26.8,0,0
8,6.33,220.3,3.0,5.5,25,862.0,31.6,0,1
10,8.89,249.8,0.8,1.3,17,115.0,32.5,0,0
8,4.18,76.7,17.6,4.4,30,131.0,30.7,0,0
10,3.99,441.1,6.3,4.2,11,471.0,36.9,1,1
8,5.45,78.2,2.6,3.3,26,746.0,28.9,1,0
10,8.37,221.7,9.4,4.0,27,708.0,25.5,0,0
12,3.77,99.2,12.0,3.4,34,847.0,17.5,0,1
8,1.5,341.7,0.6,4.2,22,170.0,16.6,0,0
12,5.69,357.5,5.5,6.3,22,369.0,31.3,0,1
8,7.49,13.7,0.7,0.6,14,290.0,27.1,2,0
12,8.66,413.5,8.4,6.9,34,782.0,23.9,0,1
10,5.67,261.9,17.9,0.7,30,465.0,22.4,0,1
10,5.76,235.0,19.7,0.3,11,73.0,31.7,0,0
10,8.58,33.6,12.7,18.7,11,652.0,23.1,1,0
12,3.13,245.3,3.2,15.7,9,380.0,36.2,1,0
8,5.8,284.7,18.1,0.3,5,501.0,39.8,0,0
8,6.84,51.2,10.3,2.9,22,810.0,23.5,0,0
10,7.31,456.3,3.1,1.0,17,268.0,31.3,0,0
12,5.58,7.7,18.4,3.3,29,254.0,30.2,0,0
10,6.56,24.4,15.1,8.9,12,274.0,23.1,0,0
10,2.02,115.7,14.6,15.0,14,337.0,23.1,0,0
8,5.32,128.6,14.2,5.0,36,141.0,27.4,0,0
12,7.32,155.4,4.0,2.2,21,643.0,22.3,0,0
8,4.73,2.6,4.2,4.6,19,226.0,33.5,0,0
10,6.61,484.2,13.8,1.9,19,837.0,26.8,1,1
8,7.3,6.8,4.4,12.0,24,233.0,22.4,0,0
8,5.88,23.2,8.8,10.2,19,267.0,27.6,0,0
8,6.81,2.1,15.6,4.1,39,302.0,30.3,0,0
8,4.77,125.5,15.7,2.0,10,703.0,24.4,1,0
10,6.13,403.8,9.1,1.7,34,413.0,18.0,0,0
8,7.6,164.5,15.8,0.2,12,746.0,28.6,0,0
8,6.78,259.5,16.8,8.5,35,717.0,21.9,1,1
8,5.44,2.0,13.1,3.0,36,840.0,24.0,0,0
8,6.9,117.1,4.6,2.0,19,693.0,30.3,0,0
8,7.79,92.3,5.5,3.2,22,94.0,25.1,0,0
8,2.81,103.7,6.3,8.5,17,762.0,27.3,1,0
10,8.59,11.2,2.3,0.7,28,847.0,35.3,1,0
10,5.89,173.0,5.5,9.7,18,895.0,26.2,0,0
10,7.27,104.9,4.2,11.4,32,156.0,38.1,1,0
8,8.66,217.3,9.1,14.7,15,571.0,31.7,0,0
8,4.03,99.6,18.2,2.5,10,220.0,23.3,0,0
12,5.22,24.3,2.1,1.2,29,273.0,25.6,1,1
10,5.98,156.7,14.4,2.3,5,684.0,21.7,1,1
8,5.09,28.4,13.7,2.0,29,881.0,31.2,1,0
8,9.62,308.8,1.9,1.0,6,556.0,34.6,0,0
8,4.96,142.4,18.5,4.7,36,773.0,26.2,0,1
8,5.5,25.7,11.4,3.2,17,58.0,18.7,2,0
8,6.87,491.9,7.3,10.0,37,81.0,29.8,0,0
10,4.34,109.6,15.1,0.2,36,557.0,23.7,0,0
10,5.79,11.4,5.1,5.2,28,381.0,24.4,0,0
10,7.07,147.9,13.9,7.2,31,806.0,29.6,0,0
10,5.9,43.8,0.8,7.1,8,307.0,34.2,0,0
12,6.33,244.2,16.8,10.9,28,417.0,31.7,0,0
10,5.55,255.4,9.0,6.5,27,499.0,30.1,0,0
12,3.77,579.1,12.7,13.1,33,282.0,27.2,1,1
8,7.08,104.5,4.4,2.0,38,822.0,21.4,0,1
8,9.66,91.0,13.5,3.5,25,445.0,29.7,0,0
8,6.53,210.0,15.4,0.1,34,411.0,31.6,0,0
10,6.91,21.3,9.5,0.0,30,772.0,25.0,0,0
12,7.75,118.8,12.4,1.4,24,315.0,26.2,0,0
8,4.22,118.5,9.1,0.5,20,745.0,33.6,0,1
12,9.56,14.1,17.9,1.5,7,154.0,26.0,0,0
8,6.86,81.2,10.0,1.0,29,205.0,26.6,1,0
12,9.44,287.9,16.8,0.1,27,858.0,27.6,0,0
8,5.18,290.9,16.0,12.0,5,766.0,31.3,1,1
8,9.77,15.7,8.2,0.0,37,380.0,29.5,0,0
8,7.9,14.3,4.6,6.7,19,593.0,29.1,0,0
8,7.5,45.7,8.1,0.8,21,852.0,35.6,0,0
8,6.92,311.6,16.5,12.2,38,230.0,26.0,0,0
8,6.05,20.7,4.6,11.2,21,100.0,23.2,0,0
12,8.66,190.9,10.5,5.3,8,507.0,33.1,1,0
10,6.75,16.0,16.1,5.6,17,171.0,29.2,0,0
8,2.96,146.4,7.1,0.0,8,209.0,25.1,0,0
10,4.49,66.0,12.8,21.0,11,808.0,26.2,0,0
10,6.17,233.3,4.9,10.5,13,56.0,21.6,0,0
8,7.06,39.9,2.2,11.3,27,744.0,29.2,1,0
8,6.4,152.9,15.9,5.4,37,489.0,20.7,1,0
8,8.69,40.3,2.0,2.1,37,525.0,31.4,1,0
8,2.99,187.6,5.4,11.2,24,621.0,25.4,0,0
10,6.76,310.3,17.1,1.7,8,417.0,21.0,0,0
8,3.23,20.3,6.9,4.1,5,148.0,33.5,1,0
10,7.87,302.2,19.5,0.5,38,137.0,39.3,1,0
10,6.33,135.1,19.6,12.8,31,691.0,30.2,0,0
8,7.26,20.4,5.4,0.8,25,238.0,26.6,0,0
10,4.95,83.7,0.8,1.3,28,74.0,23.2,0,0
8,8.8,26.3,14.1,4.1,19,883.0,29.3,1,0
12,8.38,180.8,9.0,7.2,39,883.0,31.2,0,1
8,7.55,213.4,2.0,4.8,29,371.0,28.0,0,0
12,6.27,16.8,14.2,1.3,13,72.0,32.5,0,1
10,7.54,105.8,0.6,0.0,21,668.0,35.6,0,0
8,5.23,252.8,17.4,7.1,25,756.0,21.7,0,1
10,8.04,412.7,2.8,21.1,17,156.0,29.5,0,0
12,9.47,108.1,2.5,8.3,7,165.0,18.5,1,0
10,8.43,450.2,3.5,3.1,8,749.0,23.9,1,1
12,5.19,115.1,19.2,11.7,8,834.0,31.6,0,1
12,7.15,75.2,13.9,2.6,32,722.0,27.8,0,0
8,4.17,282.8,16.0,3.7,11,221.0,19.9,1,0
8,7.53,101.9,8.0,3.2,30,400.0,33.2,1,0
10,7.31,95.8,6.7,3.0,15,561.0,25.3,0,1
8,3.13,101.1,4.7,7.5,28,186.0,32.3,0,1
12,4.41,281.4,9.6,3.7,14,229.0,30.6,0,1
12,5.99,267.5,11.0,1.9,17,290.0,23.8,0,0
8,5.96,77.5,12.6,1.5,23,483.0,32.3,2,1
8,4.32,60.8,5.1,0.2,23,484.0,29.6,3,0
10,7.2,101.6,19.0,4.4,16,742.0,28.9,0,0
8,6.95,127.6,3.4,1.3,26,690.0,25.7,0,0
12,6.15,40.8,19.3,0.8,34,827.0,22.5,0,1
8,5.14,236.9,0.3,5.3,16,758.0,25.9,1,0
10,8.39,100.0,9.6,5.7,33,266.0,25.8,0,0
8,9.48,61.0,6.7,7.0,25,332.0,32.3,0,0
10,5.63,16.9,9.0,3.5,15,475.0,19.8,0,0
8,5.4,40.9,11.4,11.2,22,62.0,35.4,0,0
10,7.38,447.2,8.7,13.8,31,818.0,35.6,0,0
8,5.86,54.6,8.3,8.2,16,88.0,24.8,0,0
10,6.25,27.7,14.7,5.0,27,324.0,35.0,0,0
12,7.83,92.6,13.7,1.8,38,534.0,23.0,0,0
8,3.06,55.0,16.7,20.4,27,490.0,33.6,0,0
8,8.87,5.4,5.0,1.6,29,606.0,23.9,0,0
8,6.63,58.5,12.2,1.1,8,498.0,33.2,0,0
10,5.76,117.8,11.7,2.9,34,245.0,20.8,0,0
10,6.34,120.3,7.4,0.3,34,221.0,33.4,1,1
10,6.43,66.1,9.7,19.2,17,821.0,34.4,1,0
8,3.38,88.9,6.3,4.4,18,274.0,20.7,1,0
8,9.19,505.1,2.8,4.1,12,289.0,36.8,0,0
10,6.57,71.1,4.3,5.3,28,401.0,33.1,0,0
8,7.3,44.8,2.1,3.4,22,169.0,18.0,0,0
12,8.21,41.9,13.7,0.2,39,481.0,25.6,1,0
8,4.66,91.8,13.2,4.7,29,615.0,33.2,2,0
10,7.35,213.8,19.0,6.3,21,718.0,31.6,0,0
8,6.02,34.6,14.6,2.7,36,655.0,28.6,0,0
8,8.02,185.3,1.0,7.1,28,175.0,32.6,0,0
10,2.67,3.2,17.7,1.3,11,438.0,23.6,0,1
10,6.32,81.4,17.3,1.3,17,83.0,28.2,1,0
12,5.41,224.3,8.9,0.9,31,65.0,23.8,0,0
8,7.28,62.0,11.7,2.3,9,424.0,28.7,0,0
8,7.35,124.4,19.5,9.4,30,265.0,33.0,0,0
10,5.23,34.4,10.6,8.8,35,631.0,31.9,0,0
10,5.22,203.2,18.1,2.4,14,666.0,29.1,0,1
8,6.3,8.1,1.7,4.4,30,811.0,32.9,0,0
8,4.89,287.1,3.8,6.4,26,697.0,33.4,0,0
8,8.02,33.1,8.8,1.4,16,91.0,37.0,0,0
12,5.84,311.2,11.7,0.9,36,366.0,33.8,0,1
8,1.5,65.2,16.3,17.9,31,282.0,31.3,1,0
8,5.83,192.4,19.8,4.8,37,378.0,32.7,0,1
8,4.63,57.7,7.8,19.9,24,186.0,29.2,0,0
8,3.56,354.5,0.9,2.1,17,133.0,26.6,0,0
8,4.27,20.3,16.0,6.1,18,493.0,32.3,2,1
10,6.7,29.5,12.1,1.3,26,662.0,31.8,2,0
8,8.89,101.9,4.0,1.5,22,647.0,29.5,1,0
12,7.06,12.8,9.9,3.6,33,433.0,27.0,0,0
8,5.41,32.7,14.8,1.9,20,494.0,26.7,1,0
10,7.32,431.7,15.4,0.9,39,489.0,26.0,1,0
12,5.67,562.5,10.0,1.5,38,638.0,34.3,1,1
10,5.25,70.8,6.1,0.2,7,91.0,33.9,0,0
10,4.42,385.2,19.5,6.1,8,653.0,33.7,0,0
8,3.35,118.1,13.3,3.4,9,545.0,22.7,1,1
8,5.8,47.2,8.2,0.5,14,218.0,26.2,0,0
10,6.78,181.8,5.6,0.9,33,92.0,26.7,0,0
12,6.33,161.3,14.6,0.5,36,142.0,25.0,0,0
10,5.75,678.2,4.8,4.7,35,496.0,37.3,1,1
10,4.8,46.2,3.4,0.5,6,695.0,30.0,0,0
10,7.59,167.2,10.6,7.0,16,334.0,29.6,0,0
8,4.13,8.0,5.8,0.1,31,372.0,25.7,0,0
8,7.9,18.1,12.6,1.4,9,844.0,32.3,0,1
10,4.7,0.6,2.4,11.1,31,231.0,39.0,2,0
12,5.15,1128.8,13.1,6.3,27,138.0,28.4,0,1
8,3.86,243.1,5.7,0.4,37,342.0,26.8,1,1
10,5.6,231.8,0.0,8.6,8,684.0,27.5,0,0
8,8.26,106.9,2.5,3.4,25,582.0,26.4,0,0
10,7.43,53.5,18.7,9.4,28,403.0,28.0,0,0
8,8.26,24.6,17.3,4.6,35,870.0,24.9,0,0
8,7.44,50.3,4.7,5.7,28,675.0,23.6,1,0
10,4.51,70.7,15.6,25.2,14,103.0,27.9,1,0
8,5.9,211.8,12.2,1.3,6,683.0,28.4,0,1
10,5.1,116.4,19.4,4.9,35,70.0,26.6,0,0
10,8.9,12.1,7.5,3.1,29,603.0,35.3,1,0
12,4.35,2.7,13.6,0.2,8,229.0,30.1,0,0
8,8.11,16.2,1.3,0.1,15,642.0,31.7,3,0
8,8.11,79.3,7.9,0.6,21,313.0,31.8,1,0
8,9.79,405.9,19.3,5.2,6,792.0,28.5,4,0
12,5.76,152.2,10.8,4.2,10,336.0,29.1,1,0
12,7.78,242.8,5.8,4.0,13,577.0,23.7,2,1
10,10.61,94.2,2.4,0.2,9,293.0,31.3,0,1
12,5.39,67.3,14.1,3.2,24,830.0,26.3,1,0
10,3.74,17.2,12.9,12.9,33,714.0,24.8,0,0
10,3.12,313.0,7.5,2.5,25,257.0,34.5,0,1
8,7.78,229.3,19.0,4.9,13,856.0,21.3,0,1
10,3.11,27.6,0.4,7.6,32,354.0,36.6,0,0
8,5.83,107.7,6.1,7.7,12,604.0,36.2,0,0
12,7.29,100.2,18.4,3.7,35,681.0,26.9,0,0
10,6.83,147.2,6.4,9.8,24,69.0,36.9,1,0
10,7.27,438.3,5.0,2.5,31,865.0,23.6,0,0
8,6.9,130.0,10.7,11.0,12,343.0,33.0,0,0
8,8.8,116.6,16.5,1.4,25,211.0,28.1,0,0
8,4.79,7.7,2.1,1.6,32,773.0,19.0,0,0
8,5.28,9.7,18.9,0.3,27,647.0,24.8,1,0
8,5.11,31.1,15.9,7.9,10,124.0,27.1,0,0
12,7.99,5.0,3.6,2.7,7,149.0,31.9,1,0
10,8.12,204.0,14.2,1.3,9,658.0,25.6,0,0
8,7.31,192.7,7.7,1.3,13,114.0,26.6,1,0
8,8.63,21.9,8.0,11.6,11,830.0,30.7,1,0
8,4.38,271.3,15.7,9.0,8,680.0,30.4,0,0
10,9.5,25.2,19.3,4.0,9,335.0,27.5,1,0
10,9.24,53.8,2.5,4.8,15,358.0,26.5,0,0
12,7.82,42.9,8.4,3.2,19,481.0,32.7,1,0
8,9.71,69.9,9.6,2.5,38,357.0,26.5,1,0
12,3.52,44.1,7.5,12.4,17,716.0,22.1,0,0
12,5.56,100.7,7.3,0.7,11,879.0,26.0,0,0
8,5.18,78.5,1.0,2.7,10,547.0,30.7,0,0
12,7.8,646.5,13.7,2.1,34,429.0,27.3,1,1
8,4.61,8.6,8.7,3.4,26,239.0,25.5,0,0
12,7.86,23.0,3.9,3.1,29,605.0,21.7,0,0
8,8.97,8.1,16.3,3.7,32,633.0,27.3,0,0
12,7.75,147.5,16.1,0.8,24,632.0,29.1,0,0
12,7.01,8.4,9.7,3.6,7,73.0,23.0,1,0
12,4.72,271.6,6.0,1.4,9,814.0,27.1,0,0
10,4.98,107.6,12.8,1.0,5,337.0,22.5,1,1
8,8.75,112.3,5.8,0.3,19,683.0,27.4,1,1
8,7.9,123.7,4.7,7.2,30,696.0,36.6,0,0
8,6.43,28.1,14.6,2.8,7,603.0,28.9,1,0
8,5.75,33.0,0.8,4.9,38,386.0,20.1,0,0
10,2.85,57.6,1.9,6.5,9,567.0,29.7,0,0
8,4.57,135.0,0.1,5.7,35,84.0,34.6,2,0
12,9.94,35.4,3.1,3.2,17,698.0,21.1,1,0
10,4.2,18.6,1.4,2.5,5,135.0,22.8,0,0
12,6.84,526.6,19.9,2.4,26,387.0,29.3,1,1
8,8.31,3.3,5.8,5.1,19,138.0,27.6,0,0
12,4.24,243.5,3.0,3.4,30,762.0,34.1,0,0
12,6.83,232.7,4.8,9.5,22,518.0,27.1,0,0
8,8.19,52.9,18.7,10.4,13,637.0,32.1,1,0
10,6.52,21.9,10.4,0.9,5,630.0,35.6,1,0
10,11.66,23.6,7.3,0.7,13,765.0,23.7,1,0
8,3.5,179.3,17.5,5.0,27,163.0,31.7,0,0
10,8.41,154.4,7.9,1.8,6,611.0,26.0,0,1
8,6.19,229.0,6.7,0.1,18,539.0,16.9,0,0
8,7.89,415.8,4.1,11.0,22,76.0,30.4,0,0
8,7.29,176.6,7.6,1.3,20,221.0,31.0,1,0
8,5.18,25.4,6.3,13.2,33,277.0,20.3,0,0
8,6.91,41.8,13.5,6.3,15,112.0,25.7,1,0
8,3.16,277.0,5.8,7.2,10,352.0,24.9,0,0
12,7.59,35.2,11.5,1.1,7,73.0,32.0,0,0
10,7.04,11.3,1.3,1.3,18,520.0,20.3,0,0
12,7.65,182.2,3.8,3.7,6,230.0,28.5,0,0
8,8.4,77.3,8.1,0.9,36,294.0,16.3,0,0
8,7.16,378.9,18.7,1.8,35,824.0,29.9,1,1
10,6.77,157.6,7.5,1.9,15,477.0,28.6,0,1
8,4.91,14.2,13.3,0.9,26,279.0,25.4,0,0
8,5.22,443.1,5.1,1.1,7,559.0,35.1,1,1
10,8.64,44.9,2.5,7.8,35,221.0,14.9,1,0
8,9.09,61.7,1.2,0.9,37,113.0,27.9,0,0
10,6.07,77.2,6.1,0.1,28,68.0,34.0,1,0
10,6.58,7.9,3.2,5.0,5,859.0,28.6,1,0
8,4.87,102.9,3.5,18.6,19,666.0,34.8,1,0
8,8.61,19.7,15.2,2.0,31,730.0,25.7,0,0
10,7.7,76.9,0.3,0.6,31,884.0,27.2,0,0
8,9.99,64.8,11.2,4.2,16,842.0,34.2,0,0
8,4.92,222.3,7.6,11.8,7,676.0,32.5,0,0
12,5.82,243.8,10.1,7.7,34,640.0,40.0,1,0
8,6.92,25.0,11.3,4.9,36,336.0,28.5,0,0
10,7.66,68.5,6.3,1.9,27,138.0,29.0,0,0
12,6.11,70.1,5.9,3.9,6,538.0,25.7,0,0
8,4.93,24.6,14.7,0.5,11,540.0,27.0,0,0
8,8.09,240.3,17.4,5.7,38,859.0,33.4,0,0
8,7.8,184.3,3.9,6.5,36,426.0,28.0,1,0
8,4.85,31.7,2.0,16.8,36,637.0,24.0,1,0
8,8.94,68.5,18.0,1.5,18,539.0,26.1,1,0
10,8.61,16.8,7.0,0.1,7,200.0,27.5,0,1
8,6.74,148.4,11.0,3.9,36,553.0,24.3,1,1
10,6.64,19.4,7.2,6.1,21,509.0,25.7,0,0
12,7.5,639.6,2.5,7.8,7,470.0,23.0,1,0
12,4.95,227.6,11.8,1.1,14,486.0,25.9,0,0
10,6.55,74.2,10.5,1.5,22,189.0,33.8,0,0
8,2.63,129.6,4.1,3.6,7,444.0,28.2,1,1
10,8.08,363.4,9.0,2.0,14,565.0,40.3,0,0
10,3.69,121.1,15.9,9.8,13,466.0,24.2,0,0
